question,answer
"Katrina, yerel geri dönüşüm programına kaydolursa 5.00 dolar kazanabileceğini söyleyen bir reklam gördü.  Kaydolduğunda, yönlendirdiği her arkadaşı için arkadaşının 5.00 dolar alacağı ve kendisinin de arkadaş başına 5.00 dolar daha alacağı söylendi.  O gün 5 arkadaşı kaydoldu ve hafta sonuna kadar 7 arkadaşı daha kaydoldu.  Kendisi ve arkadaşları toplamda ne kadar para kazandı?","Katrina kaydolduğunda 5.00 dolar kazandı. İlk gün 5 arkadaşı kaydolduğunda, her arkadaşı 5.00 dolar kazandı ve Katrina, her arkadaş başına 5.00 dolar kazandı.

İlk gün kazanılan toplam para:
- Katrina: 5.00 dolar
- 5 arkadaşı: 5 * 5.00 = 25.00 dolar
- Katrina'nın arkadaşlar için kazandığı: 5 * 5.00 = 25.00 dolar

Hafta sonuna kadar 7 arkadaşı daha kaydoldu:
- 7 arkadaşı: 7 * 5.00 = 35.00 dolar
- Katrina'nın arkadaşlar için kazandığı: 7 * 5.00 = 35.00 dolar

Toplamda:
- Katrina'nın ilk kaydı: 5.00 dolar
- İlk 5 arkadaşın kazancı: 25.00 dolar
- Katrina'nın 5 arkadaş üzerine kazandığı: 25.00 dolar
- Ek 7 arkadaşın kazancı: 35.00 dolar
- Katrina'nın 7 arkadaş üzerine kazandığı: 35.00 dolar

Toplam para:
5.00 + 25.00 + 25.00 + 35.00 + 35.00 = 125.00 dolar

Kendisi ve arkadaşları toplamda 125.00 dolar kazandı."
"Allison, arkadaşı Marie ile birlikte yapıştırıcı çubuk ve inşaat kağıdı almak için el sanatları mağazasına gitti. Allison, Marie'den 8 tane daha fazla yapıştırıcı aldı, ancak Marie Allison'dan altı kat daha fazla paket inşaat kağıdı aldı. Marie 15 yapıştırıcı çubuk ve 30 paket inşaat kağıdı aldıysa, Allison toplamda kaç tane el işi malzemesi almıştır?","Allison Marie'den 8 tane daha yapıştırıcı aldı, bu durumda Allison'un aldığı yapıştırıcı sayısı:
15 + 8 = 23 yapıştırıcı çubuk.

Marie Allison'dan altı kat daha fazla paket inşaat kağıdı aldı, bu durumda Allison'un aldığı paket inşaat kağıdı sayısı:
30 / 6 = 5 paket inşaat kağıdı.

Allison'un aldığı toplam el işi malzemesi sayısı:
23 yapıştırıcı çubuk + 5 paket inşaat kağıdı = 28 adet el işi malzemesi."
Calum bir gece kulübü işletmektedir ve farklı müşterileri çekmek için bir disko gecesi düzenlemeye karar verir. Etkinliği planlıyor ve bütçesinden daha fazlasını harcamadan her bir kalem için ne kadar harcayabileceğini hesaplıyor. Sadece 4 disko topu ve 10 kutu yiyecek alması gerekiyor. Her bir kutu yiyeceğin maliyeti 25 dolar. Calum'un disko topları ve yiyecekler için ayırdığı bütçe 330 dolardır. Calum her bir disko topu için dolar cinsinden ne kadar harcayabilir?,"Calum'un toplam bütçesi 330 dolar ve her bir kutu yiyeceğin maliyeti 25 dolardır. 10 kutu yiyecek alması gerektiği için:

10 kutu yiyecek * 25 dolar/kutu = 250 dolar

Disko toplarına harcanabilecek bütçe:
330 dolar - 250 dolar = 80 dolar

Calum 4 disko topu alması gerektiğine göre, her bir disko topuna düşen maliyet:
80 dolar / 4 disko topu = 20 dolar

Dolayısıyla, Calum her bir disko topu için 20 dolar harcayabilir."
"James, Jordan'ın sahip olduğu Oreo sayısının 4 katından 7 fazlasına sahiptir.  Toplam 52 Oreo varsa, James'in kaç tane Oreosu vardır?",James 35 tane Oreo'ya sahiptir.
"Bir akvaryumda eşit sayıda palyaço balığı ve balon balığı bulunur. Balon balıklarının 26'sı kendi tanklarında kalır ve kalan balon balıkları bir teşhir tankına yüzer.  Eşit sayıda palyaço balığı teşhir tankındaki balon balıklarına katılır, ancak daha sonra bu palyaço balıklarının üçte biri kendi tanklarına geri yüzer.  Akvaryumda toplam 100 balık varsa, şu anda teşhir tankında kaç palyaço balığı vardır?",Teşhir tankında şu anda 12 palyaço balığı bulunmaktadır.
"Bernie'nin 18 eşsiz kartpostaldan oluşan bir koleksiyonu var. Koleksiyonunun yarısını kartpostal başına 15 dolardan satmaya karar verdi. Kartpostallarını başarıyla sattıktan sonra, kazandığı tüm parayı tanesi 5 dolardan yeni kartpostallar almak için harcamaya karar verdi. Bernie'nin tüm işlemlerinden sonra kaç kartpostalı vardır?","Bernie'nin başlangıçta 18 kartpostalı vardır. Koleksiyonunun yarısını (9 kartpostal) tanesi 15 dolardan satmıştır, bu da 9 * 15 = 135 dolar eder. Bernie bu 135 doları tanesi 5 dolardan yeni kartpostallar almak için harcamıştır, yani 135 / 5 = 27 yeni kartpostal almıştır. Bu işlemler sonucunda Bernie'nin (18 - 9) + 27 = 36 kartpostalı vardır."
Mary her ay araba yıkayarak 20 dolar ve köpek gezdirerek 40 dolar kazanıyor. Bu paranın yarısını her ay kenara koyarsa 150 dolar biriktirmesi ne kadar sürer?,"Mary her ay araba yıkayarak 20 dolar ve köpek gezdirerek 40 dolar kazanıyor, yani toplamda 60 dolar kazanıyor. Bu paranın yarısını kenara koyarsa, her ay 30 dolar biriktirir. 150 dolar biriktirmesi:

150 / 30 = 5 ay sürer."
"Bir sınıfta 28 öğrenci bulunmaktadır. Bunların yarısının 5'er defteri, diğer yarısının ise 3'er defteri vardır. Sınıfta toplam kaç defter vardır?",Sınıfta toplam 112 defter vardır.
James iki kitap yazdırıyor.  Her biri 600 sayfa uzunluğunda.  Çift taraflı ve her yüzüne 4 sayfa yazdırıyor.  Kaç yaprak kağıt kullanır?,"James'in kitapları için her biri 600 sayfa uzunluğunda. Çift taraflı yazdırıldığında ve her yüzüne 4 sayfa yazdırdığında, bir sayfa 8 sayfa içerir.

Önce bir kitabın kaç yaprak gerektirdiğini hesaplayalım:
- 600 sayfa / 8 sayfa/yaprak = 75 yaprak

Her iki kitap için toplam yaprak sayısı:
- 75 yaprak/kitap * 2 kitap = 150 yaprak

James toplamda 150 yaprak kağıt kullanır."
"Venny, orijinal fiyatının %40'ına mal olan kullanılmış bir araba için 15000 dolar harcadı. Arabanın orijinal fiyatı neydi?","Arabanın orijinal fiyatı 37,500 dolardır."
Paul kalem üretiyor ve haftanın beş günü günde 100 kalem yapıyor. Haftaya stoğunda 80 kalemle başladı ve hafta boyunca 350 kalem sattı. Hafta sonunda stokunda kaç kalem vardı?,"Paul haftanın her günü 100 kalem ürettiğine göre, 5 günde toplam 500 kalem üretir. Haftaya 80 kalemle başladı ve hafta boyunca 350 kalem sattı.

Başlangıç stoğu: 80 kalem
Üretilen kalemler: 500 kalem
Toplam kalem: 80 + 500 = 580 kalem
Satılan kalemler: 350 kalem

Hafta sonunda stokunda kalan kalem sayısı:
580 - 350 = 230 kalem."
"Matthew çocuklarına akşam yemeği için kaç tane sosisli sandviç istediklerini sordu.  Ella ve Emma ikişer sosisli sandviç istediklerini söylediler.  Luke kardeşlerinin iki katı kadar sosisli yiyebileceğini söylerken, Hunter kardeşlerinin toplam miktarının sadece 1 buçuk katını yiyebileceğini söyledi.  Matthew'un kaç tane sosisli pişirmesi gerekiyordu?","Matthew'un toplam 14 sosisli sandviç pişirmesi gerekiyor.

- Ella: 2 sosisli
- Emma: 2 sosisli
- Luke: 2 * (Ella + Emma) = 2 * 2 = 4 sosisli
- Hunter: 1.5 * (Ella + Emma + Luke) = 1.5 * (2 + 2 + 4) = 1.5 * 8 = 12 / 2 = 6 sosisli

Toplam: 2 + 2 + 4 + 6 = 14 sosisli sandviç"
James evini süpürmek için 3 saat harcıyor ve diğer işleri için de bunun 3 katı kadar zaman harcıyor.  Ev işleri için ne kadar zaman harcıyor?,"James, evini süpürmek için 3 saat harcıyor ve diğer işleri için bunun 3 katı kadar zaman harcıyorsa, bu diğer işler için 9 saat harcıyor demektir. Toplamda ev işleri için harcadığı zaman 3 + 9 = 12 saattir."
"Ann, Bill, Cate ve Dale'in her biri 4 parçaya bölünmüş kişisel tava pizzaları satın alır. Bill ve Dale pizzalarının %50'sini, Ann ve Cate ise %75'ini yerse, yenmeyen kaç pizza parçası kalır?","Ann ve Cate pizzalarının %75'ini yediğinden her biri 4 dilimlik pizzanın 3 dilimini yer. Yenmeyen dilim sayısı kişi başına 1 dilimdir, toplamda 2 kişi oldukları için 2 dilim yenmemiş olur.

Bill ve Dale pizzalarının %50'sini yediğinden her biri 4 dilimlik pizzanın 2 dilimini yer. Yenmeyen dilim sayısı kişi başına 2 dilimdir, toplamda 2 kişi oldukları için 4 dilim yenmemiş olur.

Yenmeyen toplam pizza dilim sayısı:
2 dilim (Ann ve Cate) + 4 dilim (Bill ve Dale) = 6 dilim."
Jesse ve Mia bir hafta sürecek bir yarışa katılıyor. 30 mil koşmak için bir haftaları var. Jesse ilk üç gün ortalama (2/3) mil koşuyor. Dördüncü gün 10 mil koşuyor. Mia ilk 4 gün boyunca günde ortalama 3 mil koşuyor. Son üç gün boyunca koşmaları gereken ortalamanın ortalaması nedir?,"Jesse ilk üç gün boyunca toplam 2 mil ve dördüncü gün 10 mil koşuyor, bu da toplam 12 mil eder.

Mia ilk dört gün boyunca toplam 12 mil koşuyor.

İkisinin de 30 mil koşması gerektiğinden, haftanın kalan üç günü boyunca koşmaları gereken mesafe 30 - 12 = 18 mil.

Ortalama koşmaları gereken mesafe, 18 mil / 3 gün = 6 mil/gün olacaktır."
Bay Sanchez 5. sınıf öğrencilerinin %40'ının final notunun B'nin altında olduğunu tespit etmiştir. 5. sınıfta 60 öğrencisi varsa kaç öğrencisi final notu olarak B ve üzerinde not almıştır?,"Bay Sanchez'in 5. sınıfında 60 öğrenci varsa ve öğrencilerinin %40'ı final notunda B'nin altındaysa, önce B'nin altında olan öğrenci sayısını hesaplayalım:

60 öğrencinin %40'ı = 60 * 0.40 = 24 öğrenci.

Bu durumda, B ve üzerinde not alan öğrenci sayısı:

60 - 24 = 36 öğrencidir."
Noemi rulette 400 dolar ve blackjackte 500 dolar kaybetti. Çantasında hala 800 dolar varsa Noemi'nin başlangıçta ne kadar parası vardı?,Noemi'nin başlangıçta 1700 doları vardı.
"Mark'ın banka hesabında 50 dolar var. İşinden günde 10 dolar kazanıyor. Eğer 300$ değerinde bir bisiklet almak istiyorsa, Mark'ın parasını biriktirmek için kaç günü vardır?","Mark'ın şu anda 50 doları var ve 300 doları olması gerekiyor. Eksik olan miktar 300 - 50 = 250 dolardır. Mark günde 10 dolar kazandığına göre, gerekli miktarı biriktirmek için 250 / 10 = 25 güne ihtiyacı vardır."
John haltere 16 yaşındayken başladı.  İlk başladığında 80 kg Clean & Jerk ve 50 kg Snatch yapabiliyordu.  Temiz ve silkmeli kaldırışını iki katına çıkarmayı ve koparmayı %80 artırmayı başardı.  Yeni toplam kaldırma kapasitesi nedir?,John'un Temiz ve Silkme (Clean & Jerk) kaldırışı 80 kg'di ve iki katına çıkararak 160 kg oldu. Koparma (Snatch) kaldırışı 50 kg'di ve %80 artırarak 90 kg oldu. Yeni toplam kaldırma kapasitesi 160 kg + 90 kg = 250 kg'dir.
"Bob'un sebze bahçesindeki yükseltilmiş yatakları doldurmak için saksı toprağı alması gerekiyor. Bob'un 10 adet yükseltilmiş yatağı var ve her yatak 2 feet genişliğinde, 8 feet uzunluğunda ve 2 feet yüksekliğinde. Her bir torba saksı toprağı 2 fit küp toprak alıyor ve fiyatı 12 dolar. Saksı toprağı ona ne kadara mal olacak?","Bob'un toplam toprak hacmini hesaplayalım:

Her bir yatak için hacim:
Hacim = Genişlik x Uzunluk x Yükseklik
Hacim = 2 feet x 8 feet x 2 feet = 32 fit küp

10 yatak için toplam hacim:
Toplam hacim = 32 fit küp x 10 = 320 fit küp

Her bir torba 2 fit küp toprak aldığına göre, gerekli torba sayısı:
Gerekli torba sayısı = 320 fit küp / 2 fit küp = 160 torba

Torba başına maliyet 12 dolar olduğuna göre, toplam maliyet:
Toplam maliyet = 160 torba x 12 dolar/torba = 1920 dolar

Bob'un saksı toprağı maliyeti 1920 dolar olacaktır."
"Jean 3 kundaklama, 2 hırsızlık ve hırsızlık suçlarının altı katı kadar küçük hırsızlık suçundan aranmaktadır. Her bir kundaklama suçu 36 ay, her bir hırsızlık suçu 18 ay ve her bir küçük hırsızlık suçu bir hırsızlık suçunun 1/3'ü kadar hapis cezası gerektiriyorsa, Jean kaç ay hapis cezası ile karşı karşıyadır?","Jean'in işlemiş olduğu suçlardan dolayı alacağı toplam hapis cezasını hesaplayalım:

- 3 kundaklama suçu: 3 x 36 = 108 ay
- 2 hırsızlık suçu: 2 x 18 = 36 ay
- Küçük hırsızlık suçları: Jean, 2 hırsızlıkın altı katı kadar küçük hırsızlık suçu işlemiş. Yani 2 x 6 = 12 küçük hırsızlık suçu. Her bir küçük hırsızlık suçu bir hırsızlık suçunun 1/3'ü kadar ceza gerektirir, yani 18 / 3 = 6 ay. Bu durumda, 12 küçük hırsızlık suçu için: 12 x 6 = 72 ay

Toplam hapis cezası:
108 ay (kundaklama) + 36 ay (hırsızlık) + 72 ay (küçük hırsızlık) = 216 ay

Jean, toplamda 216 ay hapis cezası ile karşı karşıyadır."
"Katerina tasarım takılar yapıyor.  Uzmanlık alanı topaz kolyeler.  Kolye başına 8 topaz değerli taş kullanıyor ve değerli taşlar arasındaki boşluğu som gümüş boncuklarla dolduruyor.  Her bir topaz değerli taş bir inç uzunluğunda, her bir som gümüş boncuk bir inçin dörtte biri uzunluğunda ve her bir kolye toplam 25 inç uzunluğunda yapılıyorsa, Katerina kolye başına kaç som gümüş boncuk kullanır?","Katerina bir kolye yapmak için 8 topaz değerli taş kullanıyor ve her bir topaz taş 1 inç uzunluğunda. Yani toplam topaz taşların uzunluğu:

8 inç (8 x 1 inç)

Kolye toplam 25 inç uzunluğunda olduğuna göre, gümüş boncukların kaplaması gereken uzunluk:

25 inç - 8 inç = 17 inç

Her som gümüş boncuk 1 inçin dörtte biri uzunluğunda (0.25 inç) olduğuna göre, toplam ihtiyaç duyulan boncuk sayısı:

17 inç / 0.25 inç = 68 boncuk

Sonuç olarak, Katerina her bir kolye için 68 som gümüş boncuk kullanır."
Bugün markette düne göre 40 alıcı daha var. Dün bir önceki günün yarısı kadar alıcı vardı ve bir önceki gün 50 alıcı vardı. Hiç kimse marketi birden fazla gün ziyaret etmedi. Üç gün içinde mağazayı ziyaret eden toplam alıcı sayısı nedir?,"İlk gün 50 alıcı vardı.
Dün, yani ikinci gün, ilk günün yarısı kadar, yani 25 alıcı vardı.
Bugün, yani üçüncü gün, dün 25 alıcı vardı ve bugün düne göre 40 alıcı daha var, yani bugün toplam 25 + 40 = 65 alıcı var.

Üç gün içinde mağazayı ziyaret eden toplam alıcı sayısı: 50 + 25 + 65 = 140."
Carol'ın 60 doları var ve haftada 9 dolar tasarruf ediyor. Mike'ın 90 doları var ve haftada 3 dolar biriktiriyor. Carol ve Mike'ın aynı miktarda paraya sahip olmalarına kaç hafta vardır?,Carol ve Mike'ın aynı miktarda paraya sahip olmaları 5 hafta sürer.
James her biri 12 soda olan 5 paket soda satın alır.  Zaten 10 gazozu vardı.  Tüm gazlı içecekleri 1 hafta içinde bitiriyor.  Günde kaç soda içiyor?,"James'in toplamda 5 paket soda var ve her pakette 12 soda bulunuyor.

Toplam soda sayısı:
5 paket * 12 soda/paket = 60 soda

James'in zaten 10 sodası vardı:
60 soda + 10 soda = 70 soda

Bu sodaları 1 hafta içinde bitiriyor, yani 7 gün:
70 soda / 7 gün = 10 soda/gün

James günde 10 soda içiyor."
Nina arkadaşının doğum günü partisi için iki katlı bir pasta ve bir düzine cupcake yaptı. Her bir kek katmanı için bir düzine cupcake ile aynı miktarda şeker gerekiyor. Nina her şeyi pişirmek için 720 gram şeker kullandı. Bir kapkekte kaç gram şeker vardır?,"Her iki katlı pasta toplamda iki kat barındırır ve her katman bir düzine cupcake kadar şeker gerektirir. Bu durumda, iki katmanda iki düzine cupcake kadar şeker kullanılmaktadır. Bu nedenle:

Nina'nın toplamda 4 düzine cupcake miktarı kadar şeker kullandığını hesaplayabiliriz (iki katman x bir düzine + bir düzine cupcake).

Toplamda:

4 düzine = 4 x 12 = 48 cupcake.

720 gram şeker kullanıldığına göre, bir cupcake için kullanılan şeker miktarını hesaplayabiliriz:

720 gram / 48 cupcake = 15 gram.

Bir cupcake'te 15 gram şeker vardır."
Stella pul koleksiyonu yapıyor. Koleksiyon albümünde 50 sayfa saydı. Albümünün ilk 10 sayfasının her birinde 30 puldan oluşan 5 sıra var. Geri kalan sayfaların her birinde 50 pul var. Stella'nın albümünde kaç pul vardır?,"Stella'nın albümünde toplamda kaç pul olduğuna bakalım.

İlk olarak, albümün ilk 10 sayfasındaki pulları hesaplayalım:
- İlk 10 sayfanın her birinde 30 puldan oluşan 5 sıra var:
  - 10 sayfa * 5 sıra/sayfa * 30 pul/sıra = 1500 pul

Geri kalan 40 sayfanın her birinde 50 pul var:
- 40 sayfa * 50 pul/sayfa = 2000 pul

Toplamda:
- İlk 10 sayfadaki pullar + geri kalan 40 sayfadaki pullar = 1500 pul + 2000 pul = 3500 pul

Sonuç olarak, Stella'nın albümünde toplam 3500 pul vardır."
"Bill ailesinin kahvaltısı için omlet yapıyor. Bir biberi doğraması 3 dakika, bir soğanı doğraması 4 dakika ve bir omlet için yeterli peyniri rendelemesi 1 dakika sürüyor. Omleti birleştirmesi ve pişirmesi 5 dakika sürer. Beş omletin her birini pişirmek için dört biber, iki soğan doğraması ve ayrıca peynir rendelemesi gerekiyorsa, beş omleti hazırlamak ve pişirmek için ne kadar zaman harcayacaktır?","Beş omlet için gereken toplam süreyi hesaplayalım:

1. Biber doğrama süresi:
- 4 biber / omlet × 5 omlet = 20 biber
- 20 biber × 3 dakika / biber = 60 dakika

2. Soğan doğrama süresi:
- 2 soğan / omlet × 5 omlet = 10 soğan
- 10 soğan × 4 dakika / soğan = 40 dakika

3. Peynir rendeleme süresi:
- 1 dakika / omlet × 5 omlet = 5 dakika

4. Omletlerin birleştirilmesi ve pişirilmesi:
- 5 dakika / omlet × 5 omlet = 25 dakika

Tüm süreleri toplarsak:
60 dakika (biber) + 40 dakika (soğan) + 5 dakika (peynir) + 25 dakika (birleştirme ve pişirme) = 130 dakika

Sonuç olarak, beş omleti hazırlamak ve pişirmek için 130 dakika harcanacaktır."
"Weng bebek bakıcılığı için saatte 12 dolar kazanıyor. Dün, sadece 50 dakika bebek bakıcılığı yaptı. Ne kadar kazandı?","Weng saatte 12 dolar kazanıyorsa ve dün 50 dakika bebek bakıcılığı yaptıysa, 50 dakika 1 saatin yaklaşık 5/6'sı eder.

Kazancı şu şekilde hesaplayabiliriz:
(50 dakika / 60 dakika) * 12 dolar = (5/6) * 12 dolar = 10 dolar

Yani, Weng dün 10 dolar kazandı."
Josh 7 şişe kapağının tam olarak bir ons ağırlığında olduğunu öğrendi. Josh'un tüm şişe kapağı koleksiyonu tam olarak 18 kilo ağırlığında. Josh'un koleksiyonunda kaç şişe kapağı var?,"Josh'un koleksiyonundaki şişe kapaklarını bulmak için önce kilogramı ons'a çevirmemiz gerekiyor. 1 kilo, yaklaşık 35.274 ons'a eşittir. Bu bilgiyi kullanarak, 18 kilonun kaç ons olduğunu hesaplayabiliriz.

18 kilo x 35.274 ons/kilo ≈ 635 ons

Her şişe kapağı 1 ons olduğuna göre, Josh'un koleksiyonundaki şişe kapağı sayısı 635'tir."
"Denise ve Daniel aynı kitabı okuyorlar. Dün Denise 10 sayfa okurken Daniel 13 sayfa okudu. Bugün, Denise Daniel'in dün okuduğundan 5 sayfa daha fazla okudu, Daniel ise bugün hiç sayfa okuyamadı. Denise Daniel'den kaç sayfa daha fazla okumuştur?","Dün Denise 10, Daniel ise 13 sayfa okudu. Bugün Denise, Daniel'in dün okuduğu sayfa sayısından 5 fazla okudu, yani 13 + 5 = 18 sayfa okudu. Daniel bugün hiç sayfa okumadı.

Toplamda Denise:
10 (dün) + 18 (bugün) = 28 sayfa okudu.

Toplamda Daniel:
13 (dün) + 0 (bugün) = 13 sayfa okudu.

Denise, Daniel'den daha fazla okuduğu sayfa sayısı:
28 - 13 = 15 sayfadır."
